frame,time_s,detected,px_x,px_y,pool_x_m,pool_y_m,speed_mps,orange_area_px2,cluster_contours,num_orange_candidates
387,12.910396408317581,False,nan,nan,nan,nan,nan,0.0,0,0
388,12.943756605755095,False,nan,nan,nan,nan,nan,0.0,0,1
389,12.977116803192608,False,nan,nan,nan,nan,nan,0.0,0,0
390,13.01047700063012,False,nan,nan,nan,nan,nan,0.0,0,0
391,13.043837198067633,False,nan,nan,nan,nan,nan,0.0,0,0
392,13.077197395505147,False,nan,nan,nan,nan,nan,0.0,0,0
393,13.11055759294266,False,nan,nan,nan,nan,nan,0.0,0,0
394,13.143917790380172,False,nan,nan,nan,nan,nan,0.0,0,0
395,13.177277987817686,False,nan,nan,nan,nan,nan,0.0,0,1
396,13.210638185255199,False,nan,nan,nan,nan,nan,0.0,0,0
397,13.243998382692713,False,nan,nan,nan,nan,nan,0.0,0,0
398,13.277358580130226,False,nan,nan,nan,nan,nan,0.0,0,0
399,13.310718777567738,False,nan,nan,nan,nan,nan,0.0,0,0
400,13.344078975005251,False,nan,nan,nan,nan,nan,0.0,0,0
401,13.377439172442765,False,nan,nan,nan,nan,nan,0.0,0,0
402,13.410799369880278,False,nan,nan,nan,nan,nan,0.0,0,0
403,13.444159567317792,False,nan,nan,nan,nan,nan,0.0,0,0
404,13.477519764755304,False,nan,nan,nan,nan,nan,0.0,0,0
405,13.510879962192817,False,nan,nan,nan,nan,nan,0.0,0,0
406,13.54424015963033,False,nan,nan,nan,nan,nan,0.0,0,0
407,13.577600357067844,False,nan,nan,nan,nan,nan,0.0,0,0
408,13.610960554505356,False,nan,nan,nan,nan,nan,0.0,0,0
409,13.64432075194287,False,nan,nan,nan,nan,nan,0.0,0,0
410,13.677680949380383,False,nan,nan,nan,nan,nan,0.0,0,0
411,13.711041146817896,False,nan,nan,nan,nan,nan,0.0,0,1
412,13.74440134425541,False,nan,nan,nan,nan,nan,0.0,0,0
413,13.777761541692922,False,nan,nan,nan,nan,nan,0.0,0,0
414,13.811121739130435,False,nan,nan,nan,nan,nan,0.0,0,0
415,13.844481936567949,False,nan,nan,nan,nan,nan,0.0,0,0
416,13.877842134005462,False,nan,nan,nan,nan,nan,0.0,0,0
417,13.911202331442976,False,nan,nan,nan,nan,nan,0.0,0,0
418,13.944562528880487,False,nan,nan,nan,nan,nan,0.0,0,0
419,13.977922726318,False,nan,nan,nan,nan,nan,0.0,0,0
420,14.011282923755514,False,nan,nan,nan,nan,nan,0.0,0,0
421,14.044643121193028,False,nan,nan,nan,nan,nan,0.0,0,0
422,14.078003318630541,False,nan,nan,nan,nan,nan,0.0,0,0
423,14.111363516068053,False,nan,nan,nan,nan,nan,0.0,0,0
424,14.144723713505567,False,nan,nan,nan,nan,nan,0.0,0,0
425,14.17808391094308,False,nan,nan,nan,nan,nan,0.0,0,0
426,14.211444108380594,False,nan,nan,nan,nan,nan,0.0,0,0
427,14.244804305818105,False,nan,nan,nan,nan,nan,0.0,0,1
428,14.278164503255619,False,nan,nan,nan,nan,nan,0.0,0,1
429,14.311524700693132,False,nan,nan,nan,nan,nan,0.0,0,0
430,14.344884898130646,False,nan,nan,nan,nan,nan,0.0,0,1
431,14.37824509556816,False,nan,nan,nan,nan,nan,0.0,0,1
432,14.411605293005671,False,nan,nan,nan,nan,nan,0.0,0,0
433,14.444965490443185,False,nan,nan,nan,nan,nan,0.0,0,0
434,14.478325687880698,False,nan,nan,nan,nan,nan,0.0,0,1
435,14.511685885318212,False,nan,nan,nan,nan,nan,0.0,0,0
436,14.545046082755725,False,nan,nan,nan,nan,nan,0.0,0,0
437,14.578406280193237,False,nan,nan,nan,nan,nan,0.0,0,0
438,14.61176647763075,False,nan,nan,nan,nan,nan,0.0,0,0
439,14.645126675068264,False,nan,nan,nan,nan,nan,0.0,0,0
440,14.678486872505777,False,nan,nan,nan,nan,nan,0.0,0,0
441,14.711847069943289,False,nan,nan,nan,nan,nan,0.0,0,0
442,14.745207267380803,False,nan,nan,nan,nan,nan,0.0,0,0
443,14.778567464818316,False,nan,nan,nan,nan,nan,0.0,0,0
444,14.81192766225583,False,nan,nan,nan,nan,nan,0.0,0,0
445,14.845287859693343,False,nan,nan,nan,nan,nan,0.0,0,0
446,14.878648057130855,False,nan,nan,nan,nan,nan,0.0,0,0
447,14.912008254568368,False,nan,nan,nan,nan,nan,0.0,0,0
448,14.945368452005882,False,nan,nan,nan,nan,nan,0.0,0,0
449,14.978728649443395,False,nan,nan,nan,nan,nan,0.0,0,0
450,15.012088846880909,False,nan,nan,nan,nan,nan,0.0,0,0
451,15.04544904431842,False,nan,nan,nan,nan,nan,0.0,0,0
452,15.078809241755934,False,nan,nan,nan,nan,nan,0.0,0,0
453,15.112169439193448,False,nan,nan,nan,nan,nan,0.0,0,0
454,15.145529636630961,False,nan,nan,nan,nan,nan,0.0,0,0
455,15.178889834068475,False,nan,nan,nan,nan,nan,0.0,0,0
456,15.212250031505986,False,nan,nan,nan,nan,nan,0.0,0,0
457,15.2456102289435,False,nan,nan,nan,nan,nan,0.0,0,0
458,15.278970426381013,False,nan,nan,nan,nan,nan,0.0,0,0
459,15.312330623818527,False,nan,nan,nan,nan,nan,0.0,0,0
460,15.345690821256039,False,nan,nan,nan,nan,nan,0.0,0,0
461,15.379051018693552,False,nan,nan,nan,nan,nan,0.0,0,0
462,15.412411216131066,False,nan,nan,nan,nan,nan,0.0,0,0
463,15.445771413568579,False,nan,nan,nan,nan,nan,0.0,0,0
464,15.479131611006093,False,nan,nan,nan,nan,nan,0.0,0,0
465,15.512491808443604,False,nan,nan,nan,nan,nan,0.0,0,0
466,15.545852005881118,False,nan,nan,nan,nan,nan,0.0,0,0
467,15.579212203318631,False,nan,nan,nan,nan,nan,0.0,0,0
468,15.612572400756145,False,nan,nan,nan,nan,nan,0.0,0,0
469,15.645932598193658,False,nan,nan,nan,nan,nan,0.0,0,0
470,15.67929279563117,False,nan,nan,nan,nan,nan,0.0,0,0
471,15.712652993068684,False,nan,nan,nan,nan,nan,0.0,0,0
472,15.746013190506197,False,nan,nan,nan,nan,nan,0.0,0,0
473,15.77937338794371,False,nan,nan,nan,nan,nan,0.0,0,0
474,15.812733585381222,False,nan,nan,nan,nan,nan,0.0,0,0
475,15.846093782818736,False,nan,nan,nan,nan,nan,0.0,0,0
476,15.87945398025625,False,nan,nan,nan,nan,nan,0.0,0,0
477,15.912814177693763,False,nan,nan,nan,nan,nan,0.0,0,0
478,15.946174375131276,False,nan,nan,nan,nan,nan,0.0,0,0
479,15.979534572568788,False,nan,nan,nan,nan,nan,0.0,0,0
480,16.0128947700063,False,nan,nan,nan,nan,nan,0.0,0,0
481,16.046254967443815,False,nan,nan,nan,nan,nan,0.0,0,0
482,16.07961516488133,False,nan,nan,nan,nan,nan,0.0,0,1
483,16.112975362318842,False,nan,nan,nan,nan,nan,0.0,0,0
484,16.146335559756356,False,nan,nan,nan,nan,nan,0.0,0,0
485,16.17969575719387,False,nan,nan,nan,nan,nan,0.0,0,0
486,16.21305595463138,False,nan,nan,nan,nan,nan,0.0,0,0
487,16.246416152068893,False,nan,nan,nan,nan,nan,0.0,0,0
488,16.279776349506406,False,nan,nan,nan,nan,nan,0.0,0,0
489,16.31313654694392,False,nan,nan,nan,nan,nan,0.0,0,0
490,16.346496744381433,False,nan,nan,nan,nan,nan,0.0,0,0
491,16.379856941818947,False,nan,nan,nan,nan,nan,0.0,0,0
492,16.41321713925646,False,nan,nan,nan,nan,nan,0.0,0,0
493,16.446577336693974,False,nan,nan,nan,nan,nan,0.0,0,0
494,16.479937534131487,False,nan,nan,nan,nan,nan,0.0,0,0
495,16.513297731569,False,nan,nan,nan,nan,nan,0.0,0,0
496,16.54665792900651,False,nan,nan,nan,nan,nan,0.0,0,0
497,16.580018126444024,False,nan,nan,nan,nan,nan,0.0,0,0
498,16.613378323881538,False,nan,nan,nan,nan,nan,0.0,0,0
499,16.64673852131905,False,nan,nan,nan,nan,nan,0.0,0,0
500,16.680098718756565,False,nan,nan,nan,nan,nan,0.0,0,0
501,16.713458916194078,False,nan,nan,nan,nan,nan,0.0,0,0
502,16.74681911363159,False,nan,nan,nan,nan,nan,0.0,0,0
503,16.780179311069105,False,nan,nan,nan,nan,nan,0.0,0,0
504,16.81353950850662,False,nan,nan,nan,nan,nan,0.0,0,0
505,16.84689970594413,False,nan,nan,nan,nan,nan,0.0,0,0
506,16.880259903381642,False,nan,nan,nan,nan,nan,0.0,0,0
507,16.913620100819156,False,nan,nan,nan,nan,nan,0.0,0,0
508,16.94698029825667,False,nan,nan,nan,nan,nan,0.0,0,0
509,16.980340495694183,False,nan,nan,nan,nan,nan,0.0,0,0
510,17.013700693131696,False,nan,nan,nan,nan,nan,0.0,0,0
511,17.04706089056921,False,nan,nan,nan,nan,nan,0.0,0,0
512,17.080421088006723,False,nan,nan,nan,nan,nan,0.0,0,0
513,17.113781285444237,False,nan,nan,nan,nan,nan,0.0,0,0
514,17.14714148288175,False,nan,nan,nan,nan,nan,0.0,0,0
515,17.18050168031926,False,nan,nan,nan,nan,nan,0.0,0,0
516,17.213861877756774,False,nan,nan,nan,nan,nan,0.0,0,0
517,17.247222075194287,False,nan,nan,nan,nan,nan,0.0,0,0
518,17.2805822726318,False,nan,nan,nan,nan,nan,0.0,0,0
519,17.313942470069314,False,nan,nan,nan,nan,nan,0.0,0,0
520,17.347302667506828,False,nan,nan,nan,nan,nan,0.0,0,0
521,17.38066286494434,False,nan,nan,nan,nan,nan,0.0,0,0
522,17.414023062381855,False,nan,nan,nan,nan,nan,0.0,0,0
523,17.447383259819368,False,nan,nan,nan,nan,nan,0.0,0,0
524,17.480743457256878,False,nan,nan,nan,nan,nan,0.0,0,0
525,17.51410365469439,False,nan,nan,nan,nan,nan,0.0,0,0
526,17.547463852131905,False,nan,nan,nan,nan,nan,0.0,0,0
527,17.58082404956942,False,nan,nan,nan,nan,nan,0.0,0,0
528,17.614184247006932,False,nan,nan,nan,nan,nan,0.0,0,0
